day_of_year,hour_of_day,time_in_secs
07-31-18,15,2014
07-31-18,16,2075
07-31-18,17,2975
07-31-18,18,2862
07-31-18,19,2416
07-31-18,20,2794
07-31-18,21,1959
07-31-18,22,2020
07-31-18,23,2795
08-01-18,0,2934
08-01-18,1,2299
08-01-18,2,2664
08-01-18,3,2055
08-01-18,4,2709
08-01-18,5,2815
08-01-18,6,2573
08-01-18,7,2630
08-01-18,8,3166
08-01-18,9,2181
08-01-18,10,2830
08-01-18,11,2347
08-01-18,12,2453
08-01-18,13,2068
08-01-18,14,2910
08-01-18,15,2310
08-01-18,16,2946
08-01-18,17,3006
08-01-18,18,2942
08-01-18,19,2256
08-01-18,20,2066
08-01-18,21,2389
08-01-18,22,2176
08-01-18,23,2310
08-02-18,0,2191
08-02-18,1,2390
08-02-18,2,2299
08-02-18,3,1861
08-02-18,4,2560
08-02-18,5,2654
08-02-18,6,2679
08-02-18,7,2960
08-02-18,8,2921
08-02-18,9,2335
08-02-18,10,2747
08-02-18,11,2529
08-02-18,12,2003
08-02-18,13,2253
08-02-18,14,2491
08-02-18,15,2675
08-02-18,16,2394
08-02-18,17,2613
08-02-18,18,2051
08-02-18,19,2618
08-02-18,20,2324
08-02-18,21,2540
08-02-18,22,2261
08-02-18,23,2195
08-03-18,0,2981
08-03-18,1,2060
08-03-18,2,1994
08-03-18,3,2159
08-03-18,4,2539
08-03-18,5,2159
08-03-18,6,2613
08-03-18,7,2740
08-03-18,8,2954
08-03-18,9,2457
08-03-18,10,2193
08-03-18,11,2283
08-03-18,12,2253
08-03-18,13,2455
08-03-18,14,2797
08-03-18,15,2915
08-03-18,16,2275
08-03-18,17,2843
08-03-18,18,2235
08-03-18,19,2908
08-03-18,20,2625
08-03-18,21,2693
08-03-18,22,2437
08-03-18,23,2888
08-04-18,0,2307
08-04-18,1,2743
08-04-18,2,2491
08-04-18,3,1971
08-04-18,4,2387
08-04-18,5,2769
08-04-18,6,2573
08-04-18,7,3166
08-04-18,8,3679
08-04-18,9,2990
08-04-18,10,2092
08-04-18,11,2369
08-04-18,12,2361
08-04-18,13,2700
08-04-18,14,2486
08-04-18,15,2086
08-04-18,16,2872
08-04-18,17,2433
08-04-18,18,2039
08-04-18,19,2683
08-04-18,20,2316
08-04-18,21,2689
08-04-18,22,2600
08-04-18,23,2784
08-05-18,0,2791
08-05-18,1,2045
08-05-18,2,2577
08-05-18,3,2194
08-05-18,4,2155
08-05-18,5,2106
08-05-18,6,2774
08-05-18,7,2900
08-05-18,8,2819
08-05-18,9,2132
08-05-18,10,2828
08-05-18,11,2650
08-05-18,12,2193
08-05-18,13,2454
08-05-18,14,2175
08-05-18,15,2402
08-05-18,16,2934
08-05-18,17,2851
08-05-18,18,2940
08-05-18,19,2896
08-05-18,20,2378
08-05-18,21,2568
08-05-18,22,2171
08-05-18,23,2775
08-06-18,0,2982
08-06-18,1,2197
08-06-18,2,1810
08-06-18,3,2401
08-06-18,4,2504
08-06-18,5,2086
08-06-18,6,2383
08-06-18,7,2608
08-06-18,8,3446
08-06-18,9,2306
08-06-18,10,2728
08-06-18,11,2813
08-06-18,12,2798
08-06-18,13,1978
08-06-18,14,2493
08-06-18,15,2843
08-06-18,16,2659
08-06-18,17,2974
08-06-18,18,2060
08-06-18,19,2615
08-06-18,20,2597
08-06-18,21,1942
08-06-18,22,1889
08-06-18,23,2003
08-07-18,0,2734
08-07-18,1,2172
08-07-18,2,2141
08-07-18,3,2741
08-07-18,4,2252
08-07-18,5,3029
08-07-18,6,2377
08-07-18,7,3530
08-07-18,8,3062
08-07-18,9,2403
08-07-18,10,2344
08-07-18,11,2749
08-07-18,12,2063
08-07-18,13,2789
08-07-18,14,2818
08-07-18,15,2778
08-07-18,16,2087
08-07-18,17,2299
08-07-18,18,2067
08-07-18,19,2025
08-07-18,20,2359
08-07-18,21,2393
08-07-18,22,2653
08-07-18,23,2658
08-08-18,0,2535
08-08-18,1,2497
08-08-18,2,2545
08-08-18,3,2348
08-08-18,4,2185
08-08-18,5,2689
08-08-18,6,2246
08-08-18,7,2904
08-08-18,8,2684
08-08-18,9,2698
08-08-18,10,2231
08-08-18,11,2548
08-08-18,12,2134
08-08-18,13,2764
08-08-18,14,2405
08-08-18,15,2632
08-08-18,16,2706
08-08-18,17,3106
08-08-18,18,2969
08-08-18,19,2687
08-08-18,20,2369
08-08-18,21,2714
08-08-18,22,2222
08-08-18,23,2884
08-09-18,0,2147
08-09-18,1,2282
08-09-18,2,2157
08-09-18,3,2065
08-09-18,4,2597
08-09-18,5,2633
08-09-18,6,2713
08-09-18,7,3292
08-09-18,8,3088
08-09-18,9,2451
08-09-18,10,2414
08-09-18,11,2708
08-09-18,12,2790
08-09-18,13,2613
08-09-18,14,2407
08-09-18,15,2739
08-09-18,16,2617
08-09-18,17,2210
08-09-18,18,2792
08-09-18,19,2803
08-09-18,20,2005
08-09-18,21,2526
08-09-18,22,2752
08-09-18,23,2199
08-10-18,0,2750
08-10-18,1,2037
08-10-18,2,2603
08-10-18,3,2479
08-10-18,4,2466
08-10-18,5,2914
08-10-18,6,2237
08-10-18,7,3592
08-10-18,8,3024
08-10-18,9,2266
08-10-18,10,2906
08-10-18,11,2416
08-10-18,12,2824
08-10-18,13,2679
08-10-18,14,2425
08-10-18,15,2176
08-10-18,16,2359
08-10-18,17,2420
08-10-18,18,2807
08-10-18,19,2382
08-10-18,20,2751
08-10-18,21,1923
08-10-18,22,2356
08-10-18,23,2203
08-11-18,0,2614
08-11-18,1,2528
08-11-18,2,2087
08-11-18,3,2371
08-11-18,4,2494
08-11-18,5,2175
08-11-18,6,2933
08-11-18,7,3564
08-11-18,8,3274
08-11-18,9,2279
08-11-18,10,2589
08-11-18,11,2094
08-11-18,12,2714
08-11-18,13,2155
08-11-18,14,2603
08-11-18,15,2042
08-11-18,16,2439
08-11-18,17,3096
08-11-18,18,2733
08-11-18,19,2650
08-11-18,20,1978
08-11-18,21,2673
08-11-18,22,2443
08-11-18,23,2025
08-12-18,0,2937
08-12-18,1,2312
08-12-18,2,2155
08-12-18,3,2659
08-12-18,4,2864
08-12-18,5,2502
08-12-18,6,2591
08-12-18,7,2634
08-12-18,8,3573
08-12-18,9,2599
08-12-18,10,2649
08-12-18,11,1953
08-12-18,12,2773
08-12-18,13,2785
08-12-18,14,2876
08-12-18,15,2511
08-12-18,16,2061
08-12-18,17,2874
08-12-18,18,2404
08-12-18,19,2394
08-12-18,20,2087
08-12-18,21,2257
08-12-18,22,2609
08-12-18,23,2943
08-13-18,0,2741
08-13-18,1,2618
08-13-18,2,2457
08-13-18,3,2654
08-13-18,4,2538
08-13-18,5,2236
08-13-18,6,2779
08-13-18,7,2781
08-13-18,8,3486
08-13-18,9,2143
08-13-18,10,2088
08-13-18,11,2019
08-13-18,12,2560
08-13-18,13,2279
08-13-18,14,1992
08-13-18,15,2580
08-13-18,16,2851
08-13-18,17,2241
08-13-18,18,2733
08-13-18,19,2957
08-13-18,20,2082
08-13-18,21,2357
08-13-18,22,2728
08-13-18,23,2334
08-14-18,0,2461
08-14-18,1,2464
08-14-18,2,2466
08-14-18,3,2318
08-14-18,4,2919
08-14-18,5,2462
08-14-18,6,2938
08-14-18,7,3768
08-14-18,8,3057
08-14-18,9,2915
08-14-18,10,2616
08-14-18,11,2024
08-14-18,12,2103
08-14-18,13,2575
08-14-18,14,1962
08-14-18,15,2562
08-14-18,16,2043
08-14-18,17,3145
08-14-18,18,2218
08-14-18,19,2575
08-14-18,20,1989
08-14-18,21,2605
08-14-18,22,2663
08-14-18,23,2472
08-15-18,0,2200
08-15-18,1,2809
08-15-18,2,2398
08-15-18,3,2072
08-15-18,4,2807
08-15-18,5,2387
08-15-18,6,3103
08-15-18,7,3093
08-15-18,8,3329
08-15-18,9,2784
08-15-18,10,2398
08-15-18,11,2691
08-15-18,12,2297
08-15-18,13,2284
08-15-18,14,2252
08-15-18,15,2041
08-15-18,16,2839
08-15-18,17,2742
08-15-18,18,2302
08-15-18,19,2717
08-15-18,20,2793
08-15-18,21,1915
08-15-18,22,2476
08-15-18,23,2001
08-16-18,0,2612
08-16-18,1,2168
08-16-18,2,2006
08-16-18,3,2268
08-16-18,4,2429
08-16-18,5,2849
08-16-18,6,2505
08-16-18,7,3244
08-16-18,8,3295
08-16-18,9,2591
08-16-18,10,2220
08-16-18,11,2534
08-16-18,12,2642
08-16-18,13,2173
08-16-18,14,2315
08-16-18,15,2279
08-16-18,16,2308
08-16-18,17,2869
08-16-18,18,2526
08-16-18,19,2656
08-16-18,20,2436
08-16-18,21,2262
08-16-18,22,2370
08-16-18,23,2349
08-17-18,0,2402
08-17-18,1,2702
08-17-18,2,1904
08-17-18,3,2755
08-17-18,4,2907
08-17-18,5,2890
08-17-18,6,2241
08-17-18,7,3822
08-17-18,8,3390
08-17-18,9,2694
08-17-18,10,2875
08-17-18,11,2518
08-17-18,12,1941
08-17-18,13,2492
08-17-18,14,2872
08-17-18,15,2733
08-17-18,16,2384
08-17-18,17,2480
08-17-18,18,2036
08-17-18,19,2732
08-17-18,20,2600
08-17-18,21,2380
08-17-18,22,2160
08-17-18,23,2622
08-18-18,0,2631
08-18-18,1,2266
08-18-18,2,2266
08-18-18,3,2249
08-18-18,4,2810
08-18-18,5,2839
08-18-18,6,2697
08-18-18,7,3616
08-18-18,8,2572
08-18-18,9,2524
08-18-18,10,2536
08-18-18,11,2196
08-18-18,12,2575
08-18-18,13,2453
08-18-18,14,2153
08-18-18,15,2458
08-18-18,16,2034
08-18-18,17,2542
08-18-18,18,2209
08-18-18,19,2702
08-18-18,20,2553
08-18-18,21,1904
08-18-18,22,2431
08-18-18,23,2869
08-19-18,0,2931
08-19-18,1,2055
08-19-18,2,2055
08-19-18,3,2289
08-19-18,4,2234
08-19-18,5,2588
08-19-18,6,2631
08-19-18,7,3436
08-19-18,8,3094
08-19-18,9,3114
08-19-18,10,2595
08-19-18,11,1913
08-19-18,12,2647
08-19-18,13,1962
08-19-18,14,2727
08-19-18,15,2671
08-19-18,16,2162
08-19-18,17,2297
08-19-18,18,2623
08-19-18,19,2646
08-19-18,20,2282
08-19-18,21,2302
08-19-18,22,2464
08-19-18,23,2645
08-20-18,0,2226
08-20-18,1,2889
08-20-18,2,2347
08-20-18,3,2651
08-20-18,4,2762
08-20-18,5,2509
08-20-18,6,2323
08-20-18,7,3818
08-20-18,8,2696
08-20-18,9,3017
08-20-18,10,2607
08-20-18,11,2001
08-20-18,12,1993
08-20-18,13,1993
08-20-18,14,2549
08-20-18,15,2071
08-20-18,16,2593
08-20-18,17,2638
08-20-18,18,2739
08-20-18,19,2940
08-20-18,20,2176
08-20-18,21,2750
08-20-18,22,2706
08-20-18,23,2339
08-21-18,0,2459
08-21-18,1,2366
08-21-18,2,2355
08-21-18,3,2587
08-21-18,4,2623
08-21-18,5,2613
08-21-18,6,2111
08-21-18,7,3623
08-21-18,8,3014
08-21-18,9,2545
08-21-18,10,2758
08-21-18,11,2093
08-21-18,12,2421
08-21-18,13,2049
08-21-18,14,2542
08-21-18,15,2952
08-21-18,16,2933
08-21-18,17,2254
08-21-18,18,2350
08-21-18,19,2472
08-21-18,20,2599
08-21-18,21,2056
08-21-18,22,2691
08-21-18,23,2877
08-22-18,0,2943
08-22-18,1,2837
08-22-18,2,2029
08-22-18,3,1932
08-22-18,4,2508
08-22-18,5,2088
08-22-18,6,2741
08-22-18,7,3682
08-22-18,8,3729
08-22-18,9,2104
08-22-18,10,2735
08-22-18,11,2718
08-22-18,12,2474
08-22-18,13,2479
08-22-18,14,2639
08-22-18,15,2011
08-22-18,16,2987
08-22-18,17,2918
08-22-18,18,2732
08-22-18,19,2918
08-22-18,20,2615
08-22-18,21,2235
08-22-18,22,2323
08-22-18,23,2520
08-23-18,0,2049
08-23-18,1,2794
08-23-18,2,1793
08-23-18,3,2316
08-23-18,4,2445
08-23-18,5,2600
08-23-18,6,3085
08-23-18,7,3126
08-23-18,8,3533
08-23-18,9,2651
08-23-18,10,2899
08-23-18,11,1937
08-23-18,12,2724
08-23-18,13,1973
08-23-18,14,2776
08-23-18,15,2022
08-23-18,16,2582
08-23-18,17,2823
08-23-18,18,2287
08-23-18,19,2365
08-23-18,20,1994
08-23-18,21,2334
08-23-18,22,2125
08-23-18,23,2573
08-24-18,0,2624
08-24-18,1,2211
08-24-18,2,2349
08-24-18,3,2600
08-24-18,4,2561
08-24-18,5,3050
08-24-18,6,3058
08-24-18,7,3549
08-24-18,8,3115
08-24-18,9,2340
08-24-18,10,2344
08-24-18,11,2147
08-24-18,12,1942
08-24-18,13,2078
08-24-18,14,2678
08-24-18,15,2943
08-24-18,16,2926
08-24-18,17,2611
08-24-18,18,2745
08-24-18,19,2588
08-24-18,20,2621
08-24-18,21,1887
08-24-18,22,2717
08-24-18,23,2454
08-25-18,0,2632
08-25-18,1,2540
08-25-18,2,1805
08-25-18,3,1953
08-25-18,4,2080
08-25-18,5,2997
08-25-18,6,2675
08-25-18,7,2663
08-25-18,8,2597
08-25-18,9,2444
08-25-18,10,2987
08-25-18,11,2051
08-25-18,12,2215
08-25-18,13,2497
08-25-18,14,2589
08-25-18,15,2530
08-25-18,16,2124
08-25-18,17,2653
08-25-18,18,2428
08-25-18,19,2057
08-25-18,20,1994
08-25-18,21,2100
08-25-18,22,2637
08-25-18,23,2692
08-26-18,0,2789
08-26-18,1,1987
08-26-18,2,2662
08-26-18,3,2408
08-26-18,4,2323
08-26-18,5,2119
08-26-18,6,2437
08-26-18,7,3504
08-26-18,8,3378
08-26-18,9,2396
08-26-18,10,2294
08-26-18,11,2573
08-26-18,12,2739
08-26-18,13,2604
08-26-18,14,2818
08-26-18,15,2743
08-26-18,16,2823
08-26-18,17,2363
08-26-18,18,2152
08-26-18,19,2051
08-26-18,20,2102
08-26-18,21,2580
08-26-18,22,2355
08-26-18,23,2143
08-27-18,0,2064
08-27-18,1,2399
08-27-18,2,2532
08-27-18,3,2737
08-27-18,4,1990
08-27-18,5,2853
08-27-18,6,2392
08-27-18,7,2964
08-27-18,8,2793
08-27-18,9,2707
08-27-18,10,2018
08-27-18,11,2488
08-27-18,12,2278
08-27-18,13,2162
08-27-18,14,2404
08-27-18,15,2260
08-27-18,16,2908
08-27-18,17,3057
08-27-18,18,2373
08-27-18,19,2434
08-27-18,20,2615
08-27-18,21,2003
08-27-18,22,2743
08-27-18,23,2674
08-28-18,0,2412
08-28-18,1,2090
08-28-18,2,2019
08-28-18,3,2777
08-28-18,4,2559
08-28-18,5,2687
08-28-18,6,2544
08-28-18,7,3629
08-28-18,8,3418
08-28-18,9,2156
08-28-18,10,2398
08-28-18,11,2759
08-28-18,12,2542
08-28-18,13,2004
08-28-18,14,2600
08-28-18,15,2331
08-28-18,16,2149
08-28-18,17,3064
08-28-18,18,2810
08-28-18,19,1986
08-28-18,20,2014
08-28-18,21,2524
08-28-18,22,2165
08-28-18,23,2753
08-29-18,0,2364
08-29-18,1,2534
08-29-18,2,2183
08-29-18,3,2103
08-29-18,4,2948
08-29-18,5,2235
08-29-18,6,2379
08-29-18,7,2894
08-29-18,8,2645
08-29-18,9,3021
08-29-18,10,2625
08-29-18,11,2766
08-29-18,12,2077
08-29-18,13,2196
08-29-18,14,2167
08-29-18,15,2208
08-29-18,16,2769
08-29-18,17,2572
08-29-18,18,2784
08-29-18,19,2546
08-29-18,20,1980
08-29-18,21,2542
08-29-18,22,2493
08-29-18,23,2964
08-30-18,0,2245
08-30-18,1,2623
08-30-18,2,2437
08-30-18,3,2621
08-30-18,4,2535
08-30-18,5,2485
08-30-18,6,2482
08-30-18,7,3308
08-30-18,8,2607
08-30-18,9,2630
08-30-18,10,2220
08-30-18,11,2618
08-30-18,12,2420
08-30-18,13,2389
08-30-18,14,2190
08-30-18,15,2676
08-30-18,16,2642
08-30-18,17,2814
08-30-18,18,2032
08-30-18,19,2277
08-30-18,20,2147
08-30-18,21,2181
08-30-18,22,2051
08-30-18,23,2132
08-31-18,0,2369
08-31-18,1,2496
08-31-18,2,2477
08-31-18,3,2130
08-31-18,4,1975
08-31-18,5,2605
08-31-18,6,2330
08-31-18,7,3408
08-31-18,8,3126
08-31-18,9,2547
08-31-18,10,2496
08-31-18,11,2732
08-31-18,12,2763
08-31-18,13,2328
08-31-18,14,2691
08-31-18,15,2295
08-31-18,16,2357
08-31-18,17,2998
08-31-18,18,2468
08-31-18,19,2601
08-31-18,20,2356
08-31-18,21,2637
08-31-18,22,1958
08-31-18,23,2257
09-01-18,0,2276
09-01-18,1,2612
09-01-18,2,2637
09-01-18,3,2464
09-01-18,4,2608
09-01-18,5,3053
09-01-18,6,2377
09-01-18,7,2761
09-01-18,8,3724
09-01-18,9,2570
09-01-18,10,2198
09-01-18,11,2314
09-01-18,12,2307
09-01-18,13,2721
09-01-18,14,2740
09-01-18,15,2117
09-01-18,16,2760
09-01-18,17,2952
09-01-18,18,2280
09-01-18,19,2821
09-01-18,20,2663
09-01-18,21,2026
09-01-18,22,2582
09-01-18,23,2844
09-02-18,0,2913
09-02-18,1,2046
09-02-18,2,2532
09-02-18,3,2724
09-02-18,4,2507
09-02-18,5,2213
09-02-18,6,2663
09-02-18,7,3655
09-02-18,8,3219
09-02-18,9,2902
09-02-18,10,2131
09-02-18,11,2767
09-02-18,12,2035
09-02-18,13,2737
09-02-18,14,2792
09-02-18,15,2507
09-02-18,16,2277
09-02-18,17,2328
09-02-18,18,2110
09-02-18,19,2430
09-02-18,20,2311
09-02-18,21,2671
09-02-18,22,2158
09-02-18,23,2081
09-03-18,0,2757
09-03-18,1,2261
09-03-18,2,1895
09-03-18,3,2719
09-03-18,4,2919
09-03-18,5,2216
09-03-18,6,3012
09-03-18,7,3071
09-03-18,8,3685
09-03-18,9,2160
09-03-18,10,2668
09-03-18,11,2183
09-03-18,12,2124
09-03-18,13,2809
09-03-18,14,2611
09-03-18,15,2627
09-03-18,16,2495
09-03-18,17,2376
09-03-18,18,2706
09-03-18,19,2755
09-03-18,20,2369
09-03-18,21,2157
09-03-18,22,1975
09-03-18,23,2237
09-04-18,0,2171
09-04-18,1,2500
09-04-18,2,2591
09-04-18,3,2043
09-04-18,4,2137
09-04-18,5,2359
09-04-18,6,2127
09-04-18,7,3495
09-04-18,8,3338
09-04-18,9,2714
09-04-18,10,2900
09-04-18,11,2444
09-04-18,12,2464
09-04-18,13,2632
09-04-18,14,2442
09-04-18,15,2192
09-04-18,16,2434
09-04-18,17,2228
09-04-18,18,2802
09-04-18,19,2077
09-04-18,20,2119
09-04-18,21,2377
09-04-18,22,2292
09-04-18,23,2165
09-05-18,0,2871
09-05-18,1,2710
09-05-18,2,2410
09-05-18,3,2101
09-05-18,4,2234
09-05-18,5,2190
09-05-18,6,2908
09-05-18,7,3085
09-05-18,8,2604
09-05-18,9,2385
09-05-18,10,2437
09-05-18,11,2654
09-05-18,12,2294
09-05-18,13,2044
09-05-18,14,1990
09-05-18,15,2372
09-05-18,16,2174
09-05-18,17,2582
09-05-18,18,2810
09-05-18,19,2050
09-05-18,20,2013
09-05-18,21,2421
09-05-18,22,2605
09-05-18,23,2315
09-06-18,0,2319
09-06-18,1,2791
09-06-18,2,2308
09-06-18,3,2605
09-06-18,4,2195
09-06-18,5,2867
09-06-18,6,2498
09-06-18,7,3263
09-06-18,8,2713
09-06-18,9,3075
09-06-18,10,2629
09-06-18,11,2352
09-06-18,12,1925
09-06-18,13,2543
09-06-18,14,2794
09-06-18,15,2243
09-06-18,16,2670
09-06-18,17,3120
09-06-18,18,2055
09-06-18,19,2875
09-06-18,20,2644
09-06-18,21,2276
09-06-18,22,2173
09-06-18,23,2567
09-07-18,0,2291
09-07-18,1,2131
09-07-18,2,2619
09-07-18,3,2776
09-07-18,4,2957
09-07-18,5,2348
09-07-18,6,2822
09-07-18,7,3563
09-07-18,8,3136
09-07-18,9,2193
09-07-18,10,2609
09-07-18,11,2396
09-07-18,12,2160
09-07-18,13,2682
09-07-18,14,2807
09-07-18,15,2747
09-07-18,16,2518
09-07-18,17,2385
09-07-18,18,2464
09-07-18,19,2318
09-07-18,20,2592
09-07-18,21,1991
09-07-18,22,1874
09-07-18,23,2533
09-08-18,0,2867
09-08-18,1,2787
09-08-18,2,2589
09-08-18,3,2533
09-08-18,4,2719
09-08-18,5,2715
09-08-18,6,2439
09-08-18,7,2680
09-08-18,8,3450
09-08-18,9,2264
09-08-18,10,2955
09-08-18,11,1926
09-08-18,12,2544
09-08-18,13,2747
09-08-18,14,2035
09-08-18,15,2740
09-08-18,16,2960
09-08-18,17,3016
09-08-18,18,2486
09-08-18,19,1996
09-08-18,20,2217
09-08-18,21,1999
09-08-18,22,2079
09-08-18,23,2377
09-09-18,0,2308
09-09-18,1,2227
09-09-18,2,2336
09-09-18,3,2616
09-09-18,4,2378
09-09-18,5,2183
09-09-18,6,2334
09-09-18,7,3728
09-09-18,8,3250
09-09-18,9,2566
09-09-18,10,2262
09-09-18,11,2678
09-09-18,12,2699
09-09-18,13,2551
09-09-18,14,2057
09-09-18,15,2825
09-09-18,16,2172
09-09-18,17,2306
09-09-18,18,2400
09-09-18,19,2606
09-09-18,20,2015
09-09-18,21,2671
09-09-18,22,2493
09-09-18,23,2538
09-10-18,0,2763
09-10-18,1,2799
09-10-18,2,2545
09-10-18,3,2376
09-10-18,4,2207
09-10-18,5,2953
09-10-18,6,2156
09-10-18,7,2988
09-10-18,8,2509
09-10-18,9,2115
09-10-18,10,2219
09-10-18,11,2039
09-10-18,12,2464
09-10-18,13,2435
09-10-18,14,2202
09-10-18,15,2170
09-10-18,16,2522
09-10-18,17,3226
09-10-18,18,2655
09-10-18,19,2269
09-10-18,20,2457
09-10-18,21,2295
09-10-18,22,2192
09-10-18,23,2044
09-11-18,0,2254
09-11-18,1,2135
09-11-18,2,1787
09-11-18,3,2627
09-11-18,4,2364
09-11-18,5,2174
09-11-18,6,2810
09-11-18,7,3513
09-11-18,8,3621
09-11-18,9,2156
09-11-18,10,2420
09-11-18,11,2171
09-11-18,12,2146
09-11-18,13,1901
09-11-18,14,2035
09-11-18,15,2197
09-11-18,16,2056
09-11-18,17,2242
09-11-18,18,2703
09-11-18,19,2738
09-11-18,20,1940
09-11-18,21,2320
09-11-18,22,2104
09-11-18,23,2591
09-12-18,0,2019
09-12-18,1,2476
09-12-18,2,2529
09-12-18,3,2332
09-12-18,4,2086
09-12-18,5,2375
09-12-18,6,2384
09-12-18,7,2906
09-12-18,8,2666
09-12-18,9,2965
09-12-18,10,2338
09-12-18,11,2543
09-12-18,12,2418
09-12-18,13,1901
09-12-18,14,2044
09-12-18,15,2892
09-12-18,16,2606
09-12-18,17,2238
09-12-18,18,2645
09-12-18,19,2230
09-12-18,20,2605
09-12-18,21,2463
09-12-18,22,2010
09-12-18,23,2228
09-13-18,0,2617
09-13-18,1,2444
09-13-18,2,2201
09-13-18,3,2700
09-13-18,4,2877
09-13-18,5,2575
09-13-18,6,2594
09-13-18,7,3576
09-13-18,8,2919
09-13-18,9,2931
09-13-18,10,2837
09-13-18,11,2118
09-13-18,12,2548
09-13-18,13,2473
09-13-18,14,2240
09-13-18,15,2025
09-13-18,16,2983
09-13-18,17,2451
09-13-18,18,2748
09-13-18,19,2375
09-13-18,20,2121
09-13-18,21,2132
09-13-18,22,2001
09-13-18,23,2456
09-14-18,0,2159
09-14-18,1,2063
09-14-18,2,2484
09-14-18,3,1878
09-14-18,4,2216
09-14-18,5,2995
09-14-18,6,2141
09-14-18,7,3343
09-14-18,8,2658
09-14-18,9,2767
09-14-18,10,2398
09-14-18,11,2247
09-14-18,12,2493
09-14-18,13,2569
09-14-18,14,2860
09-14-18,15,2969
09-14-18,16,2511
09-14-18,17,3044
09-14-18,18,2970
09-14-18,19,2840
09-14-18,20,2380
09-14-18,21,2030
09-14-18,22,2234
09-14-18,23,2471
09-15-18,0,2862
09-15-18,1,1961
09-15-18,2,2254
09-15-18,3,2494
09-15-18,4,1983
09-15-18,5,2553
09-15-18,6,3004
09-15-18,7,3019
09-15-18,8,2835
09-15-18,9,3050
09-15-18,10,2486
09-15-18,11,2005
09-15-18,12,2284
09-15-18,13,2741
09-15-18,14,2662
09-15-18,15,2566
09-15-18,16,2885
09-15-18,17,2477
09-15-18,18,2971
09-15-18,19,2574
09-15-18,20,2112
09-15-18,21,2296
09-15-18,22,2552
09-15-18,23,2183
09-16-18,0,2542
09-16-18,1,1977
09-16-18,2,2324
09-16-18,3,1995
09-16-18,4,2432
09-16-18,5,2668
09-16-18,6,2778
09-16-18,7,3590
09-16-18,8,3088
09-16-18,9,2971
09-16-18,10,2658
09-16-18,11,2643
09-16-18,12,2238
09-16-18,13,2716
09-16-18,14,2725
09-16-18,15,2242
09-16-18,16,2185
09-16-18,17,2526
09-16-18,18,2299
09-16-18,19,2169
09-16-18,20,2313
09-16-18,21,2368
09-16-18,22,2570
09-16-18,23,2416
09-17-18,0,2723
09-17-18,1,2163
09-17-18,2,2653
09-17-18,3,2180
09-17-18,4,2534
09-17-18,5,2202
09-17-18,6,2560
09-17-18,7,3149
09-17-18,8,2620
09-17-18,9,2190
09-17-18,10,2543
09-17-18,11,2101
09-17-18,12,2169
09-17-18,13,2571
09-17-18,14,2485
09-17-18,15,2151
09-17-18,16,2130
09-17-18,17,2726
09-17-18,18,2159
09-17-18,19,2172
09-17-18,20,2465
09-17-18,21,2485
09-17-18,22,2040
09-17-18,23,2808
09-18-18,0,2887
09-18-18,1,2658
09-18-18,2,2181
09-18-18,3,2467
09-18-18,4,2501
09-18-18,5,2596
09-18-18,6,2938
09-18-18,7,3048
09-18-18,8,3633
09-18-18,9,2625
09-18-18,10,2740
09-18-18,11,2196
09-18-18,12,2353
09-18-18,13,2512
09-18-18,14,2039
09-18-18,15,2582
09-18-18,16,2044
09-18-18,17,2823
09-18-18,18,2127
09-18-18,19,2487
09-18-18,20,2517
09-18-18,21,2267
09-18-18,22,2761
09-18-18,23,2329
09-19-18,0,2315
09-19-18,1,2105
09-19-18,2,2462
09-19-18,3,2205
09-19-18,4,2852
09-19-18,5,2851
09-19-18,6,2899
09-19-18,7,3784
09-19-18,8,2594
09-19-18,9,2225
09-19-18,10,2559
09-19-18,11,2017
09-19-18,12,2507
09-19-18,13,1910
09-19-18,14,2348
09-19-18,15,2926
09-19-18,16,2251
09-19-18,17,2807
09-19-18,18,2050
09-19-18,19,2897
09-19-18,20,2365
09-19-18,21,2388
09-19-18,22,1986
09-19-18,23,2634
09-20-18,0,2266
09-20-18,1,1989
09-20-18,2,2217
09-20-18,3,2250
09-20-18,4,2671
09-20-18,5,2730
09-20-18,6,3089
09-20-18,7,3390
09-20-18,8,2578
09-20-18,9,2541
09-20-18,10,2682
09-20-18,11,2464
09-20-18,12,2696
09-20-18,13,2807
09-20-18,14,2634
09-20-18,15,2689
09-20-18,16,2772
09-20-18,17,2664
09-20-18,18,2032
09-20-18,19,2110
09-20-18,20,2516
09-20-18,21,2340
09-20-18,22,2117
09-20-18,23,2861
09-21-18,0,2256
09-21-18,1,2232
09-21-18,2,2202
09-21-18,3,2570
09-21-18,4,2631
09-21-18,5,2334
09-21-18,6,2962
09-21-18,7,3373
09-21-18,8,3527
09-21-18,9,2139
09-21-18,10,2402
09-21-18,11,2770
09-21-18,12,2399
09-21-18,13,2130
09-21-18,14,2329
09-21-18,15,2210
09-21-18,16,2749
09-21-18,17,2396
09-21-18,18,2761
09-21-18,19,2902
09-21-18,20,2458
09-21-18,21,2139
09-21-18,22,2510
09-21-18,23,2548
09-22-18,0,2438
09-22-18,1,2151
09-22-18,2,2501
09-22-18,3,2477
09-22-18,4,2913
09-22-18,5,2772
09-22-18,6,2818
09-22-18,7,3538
09-22-18,8,3695
09-22-18,9,2806
09-22-18,10,2100
09-22-18,11,2257
09-22-18,12,2734
